restaurantId,outletId,restaurantName,category,priceLevel,website,status,displayOrder,images
woodbury-common-premium-outlets-avocado-s-food,woodbury-common-premium-outlets,Avocado's Food,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,2,
woodbury-common-premium-outlets-bareburger,woodbury-common-premium-outlets,Bareburger,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,3,
woodbury-common-premium-outlets-black-dirt-bourbon-barn,woodbury-common-premium-outlets,Black Dirt Bourbon Barn,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,4,
woodbury-common-premium-outlets-bollicine-and-co-champagne-bar,woodbury-common-premium-outlets,Bollicine & Co. Champagne Bar,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,5,
woodbury-common-premium-outlets-chipotle,woodbury-common-premium-outlets,Chipotle,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,6,
woodbury-common-premium-outlets-cinnabon,woodbury-common-premium-outlets,Cinnabon,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,7,
woodbury-common-premium-outlets-everything-kosher,woodbury-common-premium-outlets,Everything Kosher,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,8,
woodbury-common-premium-outlets-gong-cha,woodbury-common-premium-outlets,Gong Cha,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,9,
woodbury-common-premium-outlets-haagen-dazs,woodbury-common-premium-outlets,Haagen-Dazs,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,10,
woodbury-common-premium-outlets-haribo,woodbury-common-premium-outlets,HARIBO,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,11,
woodbury-common-premium-outlets-jersey-mike-s-subs,woodbury-common-premium-outlets,Jersey Mike's Subs,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,12,
woodbury-common-premium-outlets-just-kosher,woodbury-common-premium-outlets,Just Kosher,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,13,
woodbury-common-premium-outlets-just-salad,woodbury-common-premium-outlets,Just Salad,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,14,
woodbury-common-premium-outlets-kinton-ramen,woodbury-common-premium-outlets,KINTON RAMEN,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,15,
woodbury-common-premium-outlets-kung-pao-wok,woodbury-common-premium-outlets,Kung Pao Wok,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,16,
woodbury-common-premium-outlets-laderach-chocolatier-suisse,woodbury-common-premium-outlets,Laderach Chocolatier Suisse,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,17,
woodbury-common-premium-outlets-laduree,woodbury-common-premium-outlets,Ladurée,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,18,
woodbury-common-premium-outlets-lady-m-cake-boutique,woodbury-common-premium-outlets,Lady M Cake Boutique,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,19,
woodbury-common-premium-outlets-lindt-chocolate,woodbury-common-premium-outlets,Lindt Chocolate,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,20,
woodbury-common-premium-outlets-mcdonald-s,woodbury-common-premium-outlets,McDonald's,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,21,
woodbury-common-premium-outlets-melt-shop,woodbury-common-premium-outlets,Melt Shop,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,22,
woodbury-common-premium-outlets-pagoda-asian-grill-by-p-f-chang-s,woodbury-common-premium-outlets,Pagoda Asian Grill by P.F Chang's,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,23,
woodbury-common-premium-outlets-parm,woodbury-common-premium-outlets,Parm,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,24,
woodbury-common-premium-outlets-pinkberry,woodbury-common-premium-outlets,Pinkberry,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,25,
woodbury-common-premium-outlets-playa-bowls,woodbury-common-premium-outlets,Playa Bowls,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,26,
woodbury-common-premium-outlets-ralph-s-coffee,woodbury-common-premium-outlets,Ralph's Coffee,Cafe,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,27,
woodbury-common-premium-outlets-shake-shack,woodbury-common-premium-outlets,Shake Shack,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,28,
woodbury-common-premium-outlets-south-philly-cheesesteaks-and-fries,woodbury-common-premium-outlets,South Philly Cheesesteaks & Fries,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,29,
woodbury-common-premium-outlets-starbucks-coffee,woodbury-common-premium-outlets,Starbucks Coffee,Cafe,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,30,
woodbury-common-premium-outlets-the-coach-coffee-shop,woodbury-common-premium-outlets,The Coach Coffee Shop,Cafe,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,31,
woodbury-common-premium-outlets-tony-benny-s,woodbury-common-premium-outlets,Tony + Benny's,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,32,
woodbury-common-premium-outlets-umi-teriyaki,woodbury-common-premium-outlets,Umi Teriyaki,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,33,
woodbury-common-premium-outlets-wetzel-s-pretzels,woodbury-common-premium-outlets,Wetzel's Pretzels,Food & Beverages,,https://www.premiumoutlets.com/outlet/woodbury-common/stores/print,active,34,
gotemba-premium-outlets-atami-osakana-syokudou,gotemba-premium-outlets,Atami Osakana Syokudou,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,1,
gotemba-premium-outlets-benitora-kitchen,gotemba-premium-outlets,Benitora Kitchen,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,2,
gotemba-premium-outlets-benitora-shaochi-ten,gotemba-premium-outlets,Benitora Shaochi Ten,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,3,
gotemba-premium-outlets-eggs-n-things-coffee,gotemba-premium-outlets,Eggs 'n Things Coffee,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,4,
gotemba-premium-outlets-fauchon,gotemba-premium-outlets,Fauchon,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,5,
gotemba-premium-outlets-food-bazaar,gotemba-premium-outlets,Food Bazaar,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,6,
gotemba-premium-outlets-fresh-juice-bar-karin-kiosk,gotemba-premium-outlets,Fresh Juice Bar Karin（Kiosk）,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,7,
gotemba-premium-outlets-fujiichi,gotemba-premium-outlets,Fujiichi,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,8,
gotemba-premium-outlets-futaba-fruits-parlor,gotemba-premium-outlets,Futaba Fruits Parlor,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,9,
gotemba-premium-outlets-gelato-pique-cafe,gotemba-premium-outlets,Gelato Pique Cafe,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,10,
gotemba-premium-outlets-gelato-pique-cafe-creperie,gotemba-premium-outlets,Gelato Pique Cafe Creperie,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,11,
gotemba-premium-outlets-godiva,gotemba-premium-outlets,Godiva,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,12,
gotemba-premium-outlets-godiva-chocolixer-drink-ice-cream,gotemba-premium-outlets,"Godiva Chocolixer (Drink,Ice Cream)",,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,13,
gotemba-premium-outlets-gong-cha,gotemba-premium-outlets,Gong Cha,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,14,
gotemba-premium-outlets-gyukatsu-motomura,gotemba-premium-outlets,Gyukatsu Motomura,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,15,
gotemba-premium-outlets-hyorokutei,gotemba-premium-outlets,Hyorokutei,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,16,
gotemba-premium-outlets-idebok,gotemba-premium-outlets,Idebok,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,17,
gotemba-premium-outlets-kaneko-hannosuke,gotemba-premium-outlets,Kaneko Hannosuke,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,18,
gotemba-premium-outlets-laduree,gotemba-premium-outlets,Laduree,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,19,
gotemba-premium-outlets-lemonede-by-lemonica,gotemba-premium-outlets,Lemonede by Lemonica,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,20,
gotemba-premium-outlets-philly-s,gotemba-premium-outlets,Philly's,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,21,
gotemba-premium-outlets-pierre-marcolini,gotemba-premium-outlets,Pierre Marcolini,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,22,
gotemba-premium-outlets-salon-ginza-sabou-komeshokudo,gotemba-premium-outlets,Salon Ginza Sabou Komeshokudo,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,23,
gotemba-premium-outlets-san-grams-green-tea,gotemba-premium-outlets,San Grams Green Tea,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,24,
gotemba-premium-outlets-sawayaka,gotemba-premium-outlets,Sawayaka,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,25,
gotemba-premium-outlets-shake-shack,gotemba-premium-outlets,Shake Shack,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,26,
gotemba-premium-outlets-shizuoka-gotouchi-gourmet-express,gotemba-premium-outlets,Shizuoka Gotouchi Gourmet Express,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,27,
gotemba-premium-outlets-starbucks,gotemba-premium-outlets,Starbucks,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,28,
gotemba-premium-outlets-tamura-ginkatsutei,gotemba-premium-outlets,Tamura Ginkatsutei,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,29,
gotemba-premium-outlets-tensei,gotemba-premium-outlets,Tensei,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,30,
gotemba-premium-outlets-trattoria-tavola,gotemba-premium-outlets,Trattoria Tavola,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,31,
gotemba-premium-outlets-tully-s-coffee-tea-hill-side,gotemba-premium-outlets,Tully's Coffee & Tea (Hill Side),,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,32,
gotemba-premium-outlets-tully-s-coffee-east,gotemba-premium-outlets,Tully's Coffee (East),,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,33,
gotemba-premium-outlets-tully-s-coffee-west-kiosk,gotemba-premium-outlets,Tully's Coffee (West Kiosk),,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,34,
gotemba-premium-outlets-udon-noodles-fujiyama-saryou,gotemba-premium-outlets,Udon Noodles Fujiyama Saryou,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,35,
gotemba-premium-outlets-uogashi,gotemba-premium-outlets,Uogashi,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,36,
gotemba-premium-outlets-wood-burning-steak,gotemba-premium-outlets,Wood Burning Steak,,,https://www.premiumoutlets.co.jp/en/gotemba/brands/shop_name.html,active,37,
mitsui-outlet-park-kisarazu-tully-s-coffee,mitsui-outlet-park-kisarazu,TULLY'S COFFEE,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,1,
mitsui-outlet-park-kisarazu-gelato-pique-cafe-creperie,mitsui-outlet-park-kisarazu,Gelato pique cafe creperie,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,2,
mitsui-outlet-park-kisarazu-kua-aina,mitsui-outlet-park-kisarazu,KUA AINA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,3,
mitsui-outlet-park-kisarazu-starbucks-coffee-japan-south-zone,mitsui-outlet-park-kisarazu,Starbucks Coffee Japan (South Zone),,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,4,
mitsui-outlet-park-kisarazu-tsukishima-monja-kuya,mitsui-outlet-park-kisarazu,Tsukishima Monja Kuya,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,5,
mitsui-outlet-park-kisarazu-the-coach-coffee-shop,mitsui-outlet-park-kisarazu,The Coach Coffee Shop,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,6,
mitsui-outlet-park-kisarazu-gourmet-conveyor-belt-sushi-hakodate-kantarou,mitsui-outlet-park-kisarazu,Gourmet conveyor belt sushi Hakodate Kantarou,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,7,
mitsui-outlet-park-kisarazu-chakun-shoronpo,mitsui-outlet-park-kisarazu,Chakun Shoronpo,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,8,
mitsui-outlet-park-kisarazu-eggs-n-things,mitsui-outlet-park-kisarazu,Eggs 'n Things,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,9,
mitsui-outlet-park-kisarazu-taisiosobatouka,mitsui-outlet-park-kisarazu,TAISIOSOBATOUKA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,10,
mitsui-outlet-park-kisarazu-bairan,mitsui-outlet-park-kisarazu,Bairan,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,11,
mitsui-outlet-park-kisarazu-great-steak,mitsui-outlet-park-kisarazu,GREAT STEAK,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,12,
mitsui-outlet-park-kisarazu-tokachi-butadon-wakaba,mitsui-outlet-park-kisarazu,TOKACHI BUTADON WAKABA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,13,
mitsui-outlet-park-kisarazu-minamibousou-shunnsaichubou-wappajaya-kawana,mitsui-outlet-park-kisarazu,Minamibousou Shunnsaichubou Wappajaya Kawana,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,14,
mitsui-outlet-park-kisarazu-tori-sanwa,mitsui-outlet-park-kisarazu,TORI SANWA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,15,
mitsui-outlet-park-kisarazu-miyatakesanukiudon,mitsui-outlet-park-kisarazu,MIYATAKESANUKIUDON,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,16,
mitsui-outlet-park-kisarazu-hanbijae,mitsui-outlet-park-kisarazu,Hanbijae,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,17,
mitsui-outlet-park-kisarazu-matsudo-tomita-seimen,mitsui-outlet-park-kisarazu,MATSUDO TOMITA SEIMEN,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,18,
mitsui-outlet-park-kisarazu-sendai-tanya-rikyu,mitsui-outlet-park-kisarazu,Sendai Tanya Rikyu,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,19,
mitsui-outlet-park-kisarazu-nihonbashi-tendon-kanekohannosuke,mitsui-outlet-park-kisarazu,Nihonbashi Tendon Kanekohannosuke,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,20,
mitsui-outlet-park-kisarazu-ramen-express-hakata-ippudo,mitsui-outlet-park-kisarazu,RAMEN EXPRESS Hakata Ippudo,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,21,
mitsui-outlet-park-kisarazu-curry-and-freshly-baked-nan-diya-express,mitsui-outlet-park-kisarazu,Curry & Freshly Baked NAN DIYA express,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,22,
mitsui-outlet-park-kisarazu-kajukouboukarin,mitsui-outlet-park-kisarazu,KajukoubouKarin,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,23,
mitsui-outlet-park-kisarazu-burdigala-express,mitsui-outlet-park-kisarazu,BURDIGALA EXPRESS,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,24,
mitsui-outlet-park-kisarazu-motherfarm-cafe-and-softcream,mitsui-outlet-park-kisarazu,MOTHERFARM CAFE&SOFTCREAM,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,25,
mitsui-outlet-park-kisarazu-godiva,mitsui-outlet-park-kisarazu,GODIVA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,26,
mitsui-outlet-park-kisarazu-sakagamike-cafe,mitsui-outlet-park-kisarazu,Sakagamike Cafe,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,27,
mitsui-outlet-park-kisarazu-mr-farmer,mitsui-outlet-park-kisarazu,Mr.FARMER,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,28,
mitsui-outlet-park-kisarazu-kyoto-uji-chaso-moritaen,mitsui-outlet-park-kisarazu,Kyoto Uji Chaso Moritaen,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,29,
mitsui-outlet-park-kisarazu-pug,mitsui-outlet-park-kisarazu,PUG,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,30,
mitsui-outlet-park-kisarazu-venchi,mitsui-outlet-park-kisarazu,Venchi,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,31,
mitsui-outlet-park-kisarazu-cafe-lounge-the-tasting-experience-dean-and-de-luca,mitsui-outlet-park-kisarazu,CAFE LOUNGE THE TASTING EXPERIENCE DEAN & DE LUCA,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,32,
mitsui-outlet-park-kisarazu-starbucks-coffee-japan-west-zone,mitsui-outlet-park-kisarazu,Starbucks Coffee Japan (West Zone),,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,33,
mitsui-outlet-park-kisarazu-shake-shack,mitsui-outlet-park-kisarazu,Shake Shack,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,34,
mitsui-outlet-park-kisarazu-lindt-chocolat-boutique-and-cafe,mitsui-outlet-park-kisarazu,Lindt Chocolat Boutique & Cafe,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,35,
mitsui-outlet-park-kisarazu-the-open-cafe,mitsui-outlet-park-kisarazu,THE OPEN CAFE,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,36,
mitsui-outlet-park-kisarazu-momi-and-toy-s,mitsui-outlet-park-kisarazu,MOMI&TOY'S,,,https://mitsui-shopping-park.com/en/mop/kisarazu/search/,active,37,
rinku-premium-outlets-bagel-bagel,rinku-premium-outlets,Bagel & Bagel,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,1,
rinku-premium-outlets-broil,rinku-premium-outlets,Broil,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,2,
rinku-premium-outlets-crazy-crepes,rinku-premium-outlets,Crazy Crepes,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,3,
rinku-premium-outlets-godiva,rinku-premium-outlets,Godiva,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,4,
rinku-premium-outlets-gong-cha,rinku-premium-outlets,Gong Cha,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,5,
rinku-premium-outlets-ilsoilso,rinku-premium-outlets,Ilsoilso,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,6,
rinku-premium-outlets-ippudo,rinku-premium-outlets,Ippudo,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,7,
rinku-premium-outlets-kamatake-udon,rinku-premium-outlets,Kamatake Udon,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,8,
rinku-premium-outlets-kitkat,rinku-premium-outlets,Kitkat,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,9,
rinku-premium-outlets-komeraku-rice-in-soup-fried-chicken,rinku-premium-outlets,"Komeraku ～ Rice in Soup, Fried Chicken",,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,10,
rinku-premium-outlets-korean-restaurant-bibim,rinku-premium-outlets,Korean Restaurant Bibim',,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,11,
rinku-premium-outlets-kua-aina,rinku-premium-outlets,Kua'aina,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,12,
rinku-premium-outlets-kuzefukushouten,rinku-premium-outlets,Kuzefukushouten,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,13,
rinku-premium-outlets-lindt,rinku-premium-outlets,Lindt,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,14,
rinku-premium-outlets-luke-s-lobster,rinku-premium-outlets,Luke's Lobster,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,15,
rinku-premium-outlets-mametora,rinku-premium-outlets,Mametora,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,16,
rinku-premium-outlets-panda-express,rinku-premium-outlets,Panda Express,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,17,
rinku-premium-outlets-rinku-food-park,rinku-premium-outlets,Rinku Food Park,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,18,
rinku-premium-outlets-sandaya-honten,rinku-premium-outlets,Sandaya Honten,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,19,
rinku-premium-outlets-shake-shack,rinku-premium-outlets,Shake Shack,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,20,
rinku-premium-outlets-shin-chitose-kukou-sapporo-uogashi-57ban-ikikii-sushi,rinku-premium-outlets,Shin Chitose Kukou Sapporo Uogashi 57Ban Ikikii Sushi,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,21,
rinku-premium-outlets-snow-peak-cafe-dining,rinku-premium-outlets,Snow Peak Cafe&Dining,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,22,
rinku-premium-outlets-starbucks,rinku-premium-outlets,Starbucks,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,23,
rinku-premium-outlets-starbucks-sea-side,rinku-premium-outlets,Starbucks Sea Side,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,24,
rinku-premium-outlets-torisanwa,rinku-premium-outlets,Torisanwa,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,25,
rinku-premium-outlets-tully-s-coffee,rinku-premium-outlets,Tully's Coffee,,,https://www.premiumoutlets.co.jp/en/rinku/brands/shop_name.html,active,26,
shisui-premium-outlets-binmugi,shisui-premium-outlets,Binmugi,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,1,
shisui-premium-outlets-botejyu-express,shisui-premium-outlets,Botejyu Express,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,2,
shisui-premium-outlets-cafe-dining-hannari,shisui-premium-outlets,Cafe & Dining Hannari,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,3,
shisui-premium-outlets-cafe-comme-ca,shisui-premium-outlets,Cafe comme ca,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,4,
shisui-premium-outlets-california-donuts-churros,shisui-premium-outlets,California Donuts＆Churros,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,5,
shisui-premium-outlets-capricciosa,shisui-premium-outlets,Capricciosa,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,6,
shisui-premium-outlets-delifrance,shisui-premium-outlets,Delifrance,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,7,
shisui-premium-outlets-freshness-burger,shisui-premium-outlets,Freshness Burger,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,8,
shisui-premium-outlets-garrett-popcorn-shops,shisui-premium-outlets,Garrett Popcorn Shops,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,9,
shisui-premium-outlets-gelato-pique-cafe-creperie,shisui-premium-outlets,Gelato Pique Cafe Creperie,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,10,
shisui-premium-outlets-godiva,shisui-premium-outlets,Godiva,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,11,
shisui-premium-outlets-gong-cha,shisui-premium-outlets,Gong Cha,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,12,
shisui-premium-outlets-ilsoilso,shisui-premium-outlets,Ilsoilso,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,13,
shisui-premium-outlets-j-s-pancake-cafe,shisui-premium-outlets,J.S. Pancake Cafe,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,14,
shisui-premium-outlets-kamukura-soup-with-noodles,shisui-premium-outlets,Kamukura Soup With Noodles,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,15,
shisui-premium-outlets-korean-restaurant-bibim,shisui-premium-outlets,Korean Restaurant Bibim',,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,16,
shisui-premium-outlets-kuzefukushouten,shisui-premium-outlets,Kuzefukushouten,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,17,
shisui-premium-outlets-lindt-chocolat-boutique-cafe,shisui-premium-outlets,Lindt Chocolat Boutique & Cafe,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,18,
shisui-premium-outlets-maccha-house,shisui-premium-outlets,Maccha House,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,19,
shisui-premium-outlets-nadaman-select-shop,shisui-premium-outlets,Nadaman Select Shop,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,20,
shisui-premium-outlets-narita-dream-farm,shisui-premium-outlets,Narita Dream Farm,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,21,
shisui-premium-outlets-plaza,shisui-premium-outlets,Plaza,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,22,
shisui-premium-outlets-rockaway-burger,shisui-premium-outlets,Rockaway Burger,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,23,
shisui-premium-outlets-sharin,shisui-premium-outlets,Sharin,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,24,
shisui-premium-outlets-shinpachi-shokudo,shisui-premium-outlets,Shinpachi Shokudo,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,25,
shisui-premium-outlets-souryutougyokudou,shisui-premium-outlets,Souryutougyokudou,,,https://www.premiumoutlets.co.jp/en/shisui/brands/shop_name.html,active,26,
